synthetic_claim,text,label,speaker,subject,context,conditioning_prompt,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
"A study shows that ""children who are vaccinated against COVID-19 have 10 times higher risk of death from natural causes than unvaccinated. This is true for the flu, asthma and other infectious diseases as well! Its also clear why parents still want to vaccinate their kids!""","A study shows that ""children who are vaccinated against COVID-19 have 10 times higher risk of death from natural causes than unvaccinated. This is true for the flu, asthma and other infectious diseases as well! Its also clear why parents still want to vaccinate their kids!""

[METADATA] speaker: facebook posts | subject: children;public health;facebook fact-checks | context: a Facebook post",0,facebook posts,children;public health;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: children;public health;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says Gov. Scott Walker ""tried to cut state funding for public schools and put all of that money into the federal government through his tax cuts! He's going back with 25% more taxes on your paychecks, you know? I'm not sure if he can actually do this but it is definitely possible!""","Says Gov. Scott Walker ""tried to cut state funding for public schools and put all of that money into the federal government through his tax cuts! He's going back with 25% more taxes on your paychecks, you know? I'm not sure if he can actually do this but it is definitely possible!""

[METADATA] speaker: occupy democrats | subject: education;state budget;taxes | context: a Facebook post",0,occupy democrats,education;state budget;taxes,a Facebook post,"[CONDITION] Label: FAKE | Speaker: occupy democrats | Subject: education;state budget;taxes | Context: a Facebook post
[CLAIM]",0.0,0.09090909361839294,0.3181818127632141,0.04545454680919647,0.3636363744735718,0.1818181872367859
"Says that no one in the U. S. has ever seen an abortion clinic, and also says its not even clear what happened when someone was born with their own child after 15 weeks of pregnancy or before birth.","Says that no one in the U. S. has ever seen an abortion clinic, and also says its not even clear what happened when someone was born with their own child after 15 weeks of pregnancy or before birth.

[METADATA] speaker: john cornyn | subject: abortion;families;federal budget;state budget | context: a tweet",0,john cornyn,abortion;families;federal budget;state budget,a tweet,"[CONDITION] Label: FAKE | Speaker: john cornyn | Subject: abortion;families;federal budget;state budget | Context: a tweet
[CLAIM]",0.28947368264198303,0.10526315867900848,0.2631579041481018,0.15789473056793213,0.15789473056793213,0.02631578966975212
"Says Joe Biden ""suggested that he be expelled from the Democratic Party. He's not going to do anything about it, but I'm sure some of you will vote for him if we don't take a hard look at his record in 2016 and make tough decisions on whether or who they can trust them with their time now as president"" when she was elected governor of Michigan and later mayor.","Says Joe Biden ""suggested that he be expelled from the Democratic Party. He's not going to do anything about it, but I'm sure some of you will vote for him if we don't take a hard look at his record in 2016 and make tough decisions on whether or who they can trust them with their time now as president"" when she was elected governor of Michigan and later mayor.

[METADATA] speaker: karin housley | subject: negative campaigning | context: an ad",0,karin housley,negative campaigning,an ad,"[CONDITION] Label: FAKE | Speaker: karin housley | Subject: negative campaigning | Context: an ad
[CLAIM]",0.0,0.0,0.0,0.0,1.0,0.0
"The CDC ""has issued an emergency advisory for all Americans to be vaccinated against COVID-19. This is mandatory and its going into effect immediately, including in the United States on March 8th! There are no exceptions or exemptions!""","The CDC ""has issued an emergency advisory for all Americans to be vaccinated against COVID-19. This is mandatory and its going into effect immediately, including in the United States on March 8th! There are no exceptions or exemptions!""

[METADATA] speaker: facebook posts | subject: public health;facebook fact-checks;coronavirus | context: a video",0,facebook posts,public health;facebook fact-checks;coronavirus,a video,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: public health;facebook fact-checks;coronavirus | Context: a video
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says that the ""largest prison in America"" is where Donald Trump was held for his trial. Hes been there since 2019 and has never returned from it again, even after he served time at this one!","Says that the ""largest prison in America"" is where Donald Trump was held for his trial. Hes been there since 2019 and has never returned from it again, even after he served time at this one!

[METADATA] speaker: tiktok posts | subject: criminal justice | context: a TikTok video",0,tiktok posts,criminal justice,a TikTok video,"[CONDITION] Label: FAKE | Speaker: tiktok posts | Subject: criminal justice | Context: a TikTok video
[CLAIM]",0.0,0.010989011265337467,0.032967034727334976,0.09890110045671463,0.6593406796455383,0.19780220091342926
"Says that ""the number of women who have been murdered in the United States is increasing every year. And there's no reason why it can't be done again with this country, because we're so much more vulnerable than any other nation on earth when they come to us for help"". He says his wife was killed by an immigrant woman and he said she had not received assistance from her family as well.","Says that ""the number of women who have been murdered in the United States is increasing every year. And there's no reason why it can't be done again with this country, because we're so much more vulnerable than any other nation on earth when they come to us for help"". He says his wife was killed by an immigrant woman and he said she had not received assistance from her family as well.

[METADATA] speaker: rod monroe | subject: families;crime;women | context: a floor speech",0,rod monroe,families;crime;women,a floor speech,"[CONDITION] Label: FAKE | Speaker: rod monroe | Subject: families;crime;women | Context: a floor speech
[CLAIM]",0.0,0.0,0.0,0.0,1.0,0.0
"A photo shows a group of dogs with the bodies and faces (of) wolves. The wolf is in one corner, while they're all around on top right side at an event hosted by Hillary Clinton's campaign team for 2016 presidential campaigns that was held April 23‑24 near Washington D. C.'s Capitol grounds.","A photo shows a group of dogs with the bodies and faces (of) wolves. The wolf is in one corner, while they're all around on top right side at an event hosted by Hillary Clinton's campaign team for 2016 presidential campaigns that was held April 23‑24 near Washington D. C.'s Capitol grounds.

[METADATA] speaker: viral image | subject: animals | context: a Facebook post",0,viral image,animals,a Facebook post,"[CONDITION] Label: FAKE | Speaker: viral image | Subject: animals | Context: a Facebook post
[CLAIM]",0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"Says President Joe Biden pushed for the Trump administration to expand illegal immigrant visas. He even gave them $2 million! Now they are paying me in dollars and cents every week! And said, 'I'll give you 1% of your earnings on all my donations.' But he's not cooperating with any political party or government agency because it goes against his interests.","Says President Joe Biden pushed for the Trump administration to expand illegal immigrant visas. He even gave them $2 million! Now they are paying me in dollars and cents every week! And said, 'I'll give you 1% of your earnings on all my donations.' But he's not cooperating with any political party or government agency because it goes against his interests.

[METADATA] speaker: bloggers | subject: immigration;fake news;facebook fact-checks | context: a Facebook post",0,bloggers,immigration;fake news;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: bloggers | Subject: immigration;fake news;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"The Supreme Court ruled that the federal government can't mandate religious practices in public schools. The president of this country is not allowed to tell students they must wear hats, glasses or anything else. But it's now up for debate whether these restrictions are constitutional when there aren’t any laws against them in America!","The Supreme Court ruled that the federal government can't mandate religious practices in public schools. The president of this country is not allowed to tell students they must wear hats, glasses or anything else. But it's now up for debate whether these restrictions are constitutional when there aren’t any laws against them in America!

[METADATA] speaker: liberty counsel | subject: corrections and updates;government regulation;religion;facebook fact-checks;coronavirus | context: a blog post",0,liberty counsel,corrections and updates;government regulation;religion;facebook fact-checks;coronavirus,a blog post,"[CONDITION] Label: FAKE | Speaker: liberty counsel | Subject: corrections and updates;government regulation;religion;facebook fact-checks;coronavirus | Context: a blog post
[CLAIM]",0.0,0.0,0.0,0.5,0.0,0.5
"Says he wants to have a border wall and that it would be easier for immigrants in the country illegally. He wants this so they can go back home, but if there are no borders then how do you get them into your own land? (Sides) If we put up walls at our southern entrance -- I mean across from Mexico — what will happen with all of those illegal people coming through?","Says he wants to have a border wall and that it would be easier for immigrants in the country illegally. He wants this so they can go back home, but if there are no borders then how do you get them into your own land? (Sides) If we put up walls at our southern entrance -- I mean across from Mexico — what will happen with all of those illegal people coming through?

[METADATA] speaker: donald trump | subject: immigration;drugs;facebook fact-checks | context: an interview on Fox News",0,donald trump,immigration;drugs;facebook fact-checks,an interview on Fox News,"[CONDITION] Label: FAKE | Speaker: donald trump | Subject: immigration;drugs;facebook fact-checks | Context: an interview on Fox News
[CLAIM]",0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
"Says President Donald Trump ""pushed the Space Launch System to begin construction. The launch is scheduled for 2021 and has already been canceled in December because of budget cuts from Congress, not due on space launches or any other reason related with it! #SpaceLaunchSystemDelayed!""","Says President Donald Trump ""pushed the Space Launch System to begin construction. The launch is scheduled for 2021 and has already been canceled in December because of budget cuts from Congress, not due on space launches or any other reason related with it! #SpaceLaunchSystemDelayed!""

[METADATA] speaker: facebook posts | subject: congress;fake news;space;facebook fact-checks | context: a Facebook post",0,facebook posts,congress;fake news;space;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: congress;fake news;space;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says Joe Biden ""voted to close the Department of Justice. He is now running for President again! I'm sure he'll try and get me fired from his job as Attorney General, then run himself into another election!""","Says Joe Biden ""voted to close the Department of Justice. He is now running for President again! I'm sure he'll try and get me fired from his job as Attorney General, then run himself into another election!""

[METADATA] speaker: tweets | subject: criminal justice;fake news | context: a tweet",0,tweets,criminal justice;fake news,a tweet,"[CONDITION] Label: FAKE | Speaker: tweets | Subject: criminal justice;fake news | Context: a tweet
[CLAIM]",0.012422360479831696,0.02484472095966339,0.03726708143949509,0.07453416287899017,0.6086956262588501,0.24223601818084717
"Says Joe Manchin has spent $3.5 billion on a tax cut that benefits the rich and gives them more money to spend, while taking away property owners rights from paying their fair share of state income taxes, which would have saved Illinois residents about 2 percent in sales revenue but cost him nearly half what he received for his cuts.","Says Joe Manchin has spent $3.5 billion on a tax cut that benefits the rich and gives them more money to spend, while taking away property owners rights from paying their fair share of state income taxes, which would have saved Illinois residents about 2 percent in sales revenue but cost him nearly half what he received for his cuts.

[METADATA] speaker: think big illinois | subject: taxes | context: an ad",0,think big illinois,taxes,an ad,"[CONDITION] Label: FAKE | Speaker: think big illinois | Subject: taxes | Context: an ad
[CLAIM]",0.0,0.0,0.0,1.0,0.0,0.0
"Says Dr. Anthony Fauci said that the coronavirus is caused by the virus, not vaccines or COVID-19 treatments so they are unnecessary to protect people from it. He also tweeted about his vaccine stance saying he was an anti-vaccine person because of this quote in which someone wrote down how many times she had been told her mother would be dead if vaccinated with mRNA technology (a new tech).","Says Dr. Anthony Fauci said that the coronavirus is caused by the virus, not vaccines or COVID-19 treatments so they are unnecessary to protect people from it. He also tweeted about his vaccine stance saying he was an anti-vaccine person because of this quote in which someone wrote down how many times she had been told her mother would be dead if vaccinated with mRNA technology (a new tech).

[METADATA] speaker: facebook posts | subject: corrections and updates;science;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,corrections and updates;science;facebook fact-checks;coronavirus,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: corrections and updates;science;facebook fact-checks;coronavirus | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says the UN has 1.4 billion hectares of land that could be used to grow more than enough wheat, rice and maize in one year if we did nothing now by increasing crop yields worldwide through technology like precision agriculture or genetically engineered crops with better resilience against climate changes such as drought & heat waves.","Says the UN has 1.4 billion hectares of land that could be used to grow more than enough wheat, rice and maize in one year if we did nothing now by increasing crop yields worldwide through technology like precision agriculture or genetically engineered crops with better resilience against climate changes such as drought & heat waves.

[METADATA] speaker: world food program | subject: global news service;agriculture;climate change;food | context: a tweet",0,world food program,global news service;agriculture;climate change;food,a tweet,"[CONDITION] Label: FAKE | Speaker: world food program | Subject: global news service;agriculture;climate change;food | Context: a tweet
[CLAIM]",0.0,0.0,0.0,0.0,1.0,0.0
"Says Hillary Clinton has never been to the White House. She's not even in her office when I'm there, and she doesn't know where my people are at that moment. He was present during his first presidential campaign but he did it while President Obama wasn’t on vacation from being president for four months alone — which is just what Joe Biden does every year of our lives after leaving as secretary general.","Says Hillary Clinton has never been to the White House. She's not even in her office when I'm there, and she doesn't know where my people are at that moment. He was present during his first presidential campaign but he did it while President Obama wasn’t on vacation from being president for four months alone — which is just what Joe Biden does every year of our lives after leaving as secretary general.

[METADATA] speaker: joe biden | subject: candidate biography | context: a CNN town hall",0,joe biden,candidate biography,a CNN town hall,"[CONDITION] Label: FAKE | Speaker: joe biden | Subject: candidate biography | Context: a CNN town hall
[CLAIM]",0.09328357875347137,0.23880596458911896,0.24253731966018677,0.19402985274791718,0.20522387325763702,0.026119403541088104
"Says Dr. Anthony Fauci said that we have no evidence of any vaccine being developed to fight the coronavirus pandemic in 2020 and he was wrong when it came out there were already vaccines for COVID-19, but now they are not available because we did nothing about them during this time period (the year)! The CDC is saying these things dont exist!","Says Dr. Anthony Fauci said that we have no evidence of any vaccine being developed to fight the coronavirus pandemic in 2020 and he was wrong when it came out there were already vaccines for COVID-19, but now they are not available because we did nothing about them during this time period (the year)! The CDC is saying these things dont exist!

[METADATA] speaker: facebook posts | subject: public health;coronavirus | context: a Facebook post",0,facebook posts,public health;coronavirus,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: public health;coronavirus | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says the Centers for Disease Control and Prevention is going to ban all tobacco products. All cigarettes, cigars & pipes! We'll have no more smoking or vaping in America until this happens! And also they're going on an anti-smoking campaign with their ads targeting women who are pregnant/breastfeeding during pregnancy that's illegal under federal law.","Says the Centers for Disease Control and Prevention is going to ban all tobacco products. All cigarettes, cigars & pipes! We'll have no more smoking or vaping in America until this happens! And also they're going on an anti-smoking campaign with their ads targeting women who are pregnant/breastfeeding during pregnancy that's illegal under federal law.

[METADATA] speaker: facebook posts | subject: health care;facebook fact-checks | context: a Facebook post",0,facebook posts,health care;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: health care;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says the gun violence in Chicago has been incredibly high and that it's due to an increase of 100,000 people from January-December. It also says there are no reports for how many new guns have entered this city since July-June when Mayor Scott Walker took office. The mayor is not taking responsibility as he hasn't said anything about any criminal investigations or prosecutions related with these incidents.","Says the gun violence in Chicago has been incredibly high and that it's due to an increase of 100,000 people from January-December. It also says there are no reports for how many new guns have entered this city since July-June when Mayor Scott Walker took office. The mayor is not taking responsibility as he hasn't said anything about any criminal investigations or prosecutions related with these incidents.

[METADATA] speaker: ilhan omar | subject: crime;guns | context: a tweet",0,ilhan omar,crime;guns,a tweet,"[CONDITION] Label: FAKE | Speaker: ilhan omar | Subject: crime;guns | Context: a tweet
[CLAIM]",0.0,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.5,0.0
"Says Judge Amy Coney Barrett ""was fired for her comments about Donald Trump. She was not firing him because of his opinions on abortion, but she did fire it by saying he is against the First Amendment to free speech! Its 2017 and that has never been done before!""","Says Judge Amy Coney Barrett ""was fired for her comments about Donald Trump. She was not firing him because of his opinions on abortion, but she did fire it by saying he is against the First Amendment to free speech! Its 2017 and that has never been done before!""

[METADATA] speaker: bloggers | subject: supreme court;facebook fact-checks | context: a blog post",0,bloggers,supreme court;facebook fact-checks,a blog post,"[CONDITION] Label: FAKE | Speaker: bloggers | Subject: supreme court;facebook fact-checks | Context: a blog post
[CLAIM]",0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"Says the tax increase on your $1,000 car payment is ""the biggest one you'll ever pay. It's a huge amount of money that will be paid in 10 years and it has no expiration date or end."" He also says his plan to raise income-tax increases would affect people who earn up through their first year at work but not those after they've worked for two decades (or more).","Says the tax increase on your $1,000 car payment is ""the biggest one you'll ever pay. It's a huge amount of money that will be paid in 10 years and it has no expiration date or end."" He also says his plan to raise income-tax increases would affect people who earn up through their first year at work but not those after they've worked for two decades (or more).

[METADATA] speaker: scott wagner | subject: taxes | context: Fundraising email",0,scott wagner,taxes,Fundraising email,"[CONDITION] Label: FAKE | Speaker: scott wagner | Subject: taxes | Context: Fundraising email
[CLAIM]",0.0,0.0,0.25,0.25,0.5,0.0
"Says the Snow White character is being used to represent Donald Trump. He has been quoted saying, 'I'm going through my feelings and I need some time.' This means he's not ready for anything else right now! That would be an example of propaganda or political messaging in action!","Says the Snow White character is being used to represent Donald Trump. He has been quoted saying, 'I'm going through my feelings and I need some time.' This means he's not ready for anything else right now! That would be an example of propaganda or political messaging in action!

[METADATA] speaker: bloggers | subject: facebook fact-checks | context: a Facebook post",0,bloggers,facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: bloggers | Subject: facebook fact-checks | Context: a Facebook post
[CLAIM]",0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"Says ""the Bible was written by Satan. It's not true that the Quran is false and it has no truth value whatsoever."" He also said, ""'The Book of Revelation' says 'God will be revealed to you in secret.'"" This statement comes from Trump himself!","Says ""the Bible was written by Satan. It's not true that the Quran is false and it has no truth value whatsoever."" He also said, ""'The Book of Revelation' says 'God will be revealed to you in secret.'"" This statement comes from Trump himself!

[METADATA] speaker: bloggers | subject: education;fake news;religion;facebook fact-checks | context: a social media post",0,bloggers,education;fake news;religion;facebook fact-checks,a social media post,"[CONDITION] Label: FAKE | Speaker: bloggers | Subject: education;fake news;religion;facebook fact-checks | Context: a social media post
[CLAIM]",0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"1.6 million illegal immigrants in the U. S., including children, are being deported to Mexico for their safety under President Donald Trumps administration as part of a program that has been criticized by many Republicans since it was announced at his inauguration last week on Monday night.","1.6 million illegal immigrants in the U. S., including children, are being deported to Mexico for their safety under President Donald Trumps administration as part of a program that has been criticized by many Republicans since it was announced at his inauguration last week on Monday night.

[METADATA] speaker: worldnetdaily | subject: immigration;corrections and updates;states | context: a headline",0,worldnetdaily,immigration;corrections and updates;states,a headline,"[CONDITION] Label: FAKE | Speaker: worldnetdaily | Subject: immigration;corrections and updates;states | Context: a headline
[CLAIM]",0.0,0.0,0.0,0.0,0.5,0.5
"Says the 2020 election was stolen by the Trump campaign. The FBI found that they have evidence of this, and it's not possible to prove anything else is true. They also said there are no proof cards for voting in Texas or any other state except Arizona where some states do allow voter fraud investigation but with very little power as long as you don't vote on Election Day!","Says the 2020 election was stolen by the Trump campaign. The FBI found that they have evidence of this, and it's not possible to prove anything else is true. They also said there are no proof cards for voting in Texas or any other state except Arizona where some states do allow voter fraud investigation but with very little power as long as you don't vote on Election Day!

[METADATA] speaker: facebook posts | subject: elections;facebook fact-checks | context: a Facebook post",0,facebook posts,elections;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: elections;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says that we've never had to fight for our energy. We're going on the hunt now, and we'll take it out of your hands, with an image showing Trump's face in front of wind turbines as he addresses voters at his Wisconsin home last year during Hurricane Katrina protests.","Says that we've never had to fight for our energy. We're going on the hunt now, and we'll take it out of your hands, with an image showing Trump's face in front of wind turbines as he addresses voters at his Wisconsin home last year during Hurricane Katrina protests.

[METADATA] speaker: alison lundergan grimes | subject: environment;climate change;energy;message machine 2014 | context: a campaign ad",0,alison lundergan grimes,environment;climate change;energy;message machine 2014,a campaign ad,"[CONDITION] Label: FAKE | Speaker: alison lundergan grimes | Subject: environment;climate change;energy;message machine 2014 | Context: a campaign ad
[CLAIM]",0.1111111119389534,0.1111111119389534,0.3333333432674408,0.2222222238779068,0.2222222238779068,0.0
